"datetime","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered","count","seas","weather_desc"
"2011-08-11 22:00:00",0,1,1,28.7,32.575,48,0,34,123,157,"Autumn","Good"
"2011-08-11 23:00:00",0,1,1,27.06,31.06,50,11.0014,22,105,127,"Autumn","Good"
"2011-08-12 00:00:00",0,1,1,26.24,31.06,53,11.0014,12,53,65,"Autumn","Good"
"2011-08-12 01:00:00",0,1,1,26.24,31.06,53,8.9981,4,19,23,"Autumn","Good"
"2011-08-12 02:00:00",0,1,1,25.42,31.06,57,12.998,0,15,15,"Autumn","Good"
"2011-08-12 03:00:00",0,1,1,25.42,31.06,53,11.0014,0,9,9,"Autumn","Good"
"2011-08-12 04:00:00",0,1,1,25.42,31.06,53,8.9981,0,5,5,"Autumn","Good"
"2011-08-12 05:00:00",0,1,1,24.6,31.06,56,8.9981,2,24,26,"Autumn","Good"
"2011-08-12 06:00:00",0,1,1,25.42,31.06,50,8.9981,3,73,76,"Autumn","Good"
"2011-08-12 07:00:00",0,1,1,26.24,31.06,44,11.0014,17,247,264,"Autumn","Good"
"2011-08-12 08:00:00",0,1,1,27.88,31.82,39,15.0013,29,397,426,"Autumn","Good"
"2011-08-12 09:00:00",0,1,1,29.52,32.575,34,8.9981,27,178,205,"Autumn","Good"
"2011-08-12 10:00:00",0,1,1,30.34,32.575,33,7.0015,44,86,130,"Autumn","Good"
"2011-08-12 11:00:00",0,1,1,31.16,33.335,29,0,48,108,156,"Autumn","Good"
"2011-08-12 12:00:00",0,1,1,32.8,34.85,27,0,55,167,222,"Autumn","Good"
"2011-08-12 13:00:00",0,1,1,31.98,34.09,29,6.0032,74,179,253,"Autumn","Good"
"2011-08-12 14:00:00",0,1,1,32.8,34.85,29,12.998,51,135,186,"Autumn","Good"
"2011-08-12 15:00:00",0,1,1,32.8,34.85,29,11.0014,59,190,249,"Autumn","Good"
"2011-08-12 16:00:00",0,1,1,33.62,35.605,28,0,68,266,334,"Autumn","Good"
"2011-08-12 17:00:00",0,1,1,33.62,35.605,26,0,93,423,516,"Autumn","Good"
"2011-08-12 18:00:00",0,1,1,31.16,34.09,40,19.9995,89,376,465,"Autumn","Good"
"2011-08-12 19:00:00",0,1,1,30.34,33.335,42,15.0013,101,284,385,"Autumn","Good"
"2011-08-12 20:00:00",0,1,1,29.52,32.575,42,15.0013,77,210,287,"Autumn","Good"
"2011-08-12 21:00:00",0,1,1,28.7,32.575,48,8.9981,73,153,226,"Autumn","Good"
"2011-08-12 22:00:00",0,1,1,27.88,31.82,51,0,74,157,231,"Autumn","Good"
"2011-08-12 23:00:00",0,1,1,27.88,31.82,51,0,51,100,151,"Autumn","Good"
"2011-08-13 00:00:00",0,0,1,27.88,31.82,51,7.0015,15,69,84,"Autumn","Good"
"2011-08-13 01:00:00",0,0,2,27.88,31.82,57,6.0032,13,64,77,"Autumn","Cloudy/Mist"
"2011-08-13 02:00:00",0,0,1,27.88,31.82,57,0,16,58,74,"Autumn","Good"
"2011-08-13 03:00:00",0,0,1,27.06,31.06,65,8.9981,9,18,27,"Autumn","Good"
"2011-08-13 04:00:00",0,0,2,26.24,30.305,73,8.9981,5,5,10,"Autumn","Cloudy/Mist"
"2011-08-13 05:00:00",0,0,1,26.24,30.305,73,7.0015,3,15,18,"Autumn","Good"
"2011-08-13 06:00:00",0,0,1,26.24,30.305,73,6.0032,3,19,22,"Autumn","Good"
"2011-08-13 07:00:00",0,0,2,27.06,31.06,74,12.998,10,34,44,"Autumn","Cloudy/Mist"
"2011-08-13 08:00:00",0,0,2,28.7,32.575,65,11.0014,28,90,118,"Autumn","Cloudy/Mist"
"2011-08-13 09:00:00",0,0,2,28.7,33.335,74,11.0014,70,138,208,"Autumn","Cloudy/Mist"
"2011-08-13 10:00:00",0,0,2,29.52,34.85,74,15.0013,97,163,260,"Autumn","Cloudy/Mist"
"2011-08-13 11:00:00",0,0,2,30.34,34.85,70,12.998,122,192,314,"Autumn","Cloudy/Mist"
"2011-08-13 12:00:00",0,0,2,27.06,29.545,89,11.0014,175,246,421,"Autumn","Cloudy/Mist"
"2011-08-13 13:00:00",0,0,2,30.34,35.605,74,22.0028,61,92,153,"Autumn","Cloudy/Mist"
"2011-08-13 14:00:00",0,0,1,30.34,34.85,70,16.9979,113,146,259,"Autumn","Good"
"2011-08-13 15:00:00",0,0,3,27.88,31.82,79,23.9994,150,208,358,"Autumn","Light rain/snow"
"2011-08-13 16:00:00",0,0,2,28.7,33.335,74,19.0012,148,133,281,"Autumn","Cloudy/Mist"
"2011-08-13 17:00:00",0,0,2,29.52,34.85,74,16.9979,97,172,269,"Autumn","Cloudy/Mist"
"2011-08-13 18:00:00",0,0,1,28.7,33.335,74,15.0013,123,169,292,"Autumn","Good"
"2011-08-13 19:00:00",0,0,2,27.88,31.82,79,19.0012,67,170,237,"Autumn","Cloudy/Mist"
"2011-08-13 20:00:00",0,0,2,27.88,31.82,83,15.0013,78,105,183,"Autumn","Cloudy/Mist"
"2011-08-13 21:00:00",0,0,2,27.88,31.82,83,26.0027,40,127,167,"Autumn","Cloudy/Mist"
"2011-08-13 22:00:00",0,0,2,27.88,31.82,83,26.0027,36,118,154,"Autumn","Cloudy/Mist"
"2011-08-13 23:00:00",0,0,2,27.06,30.305,83,22.0028,25,95,120,"Autumn","Cloudy/Mist"
"2011-08-14 00:00:00",0,0,3,27.06,30.305,83,19.9995,19,71,90,"Autumn","Light rain/snow"
"2011-08-14 01:00:00",0,0,3,26.24,28.79,89,15.0013,16,57,73,"Autumn","Light rain/snow"
"2011-08-14 02:00:00",0,0,3,26.24,28.79,89,15.0013,13,49,62,"Autumn","Light rain/snow"
"2011-08-14 03:00:00",0,0,2,26.24,28.03,94,16.9979,5,22,27,"Autumn","Cloudy/Mist"
"2011-08-14 04:00:00",0,0,3,26.24,28.03,94,12.998,1,2,3,"Autumn","Light rain/snow"
"2011-08-14 05:00:00",0,0,2,26.24,28.03,94,11.0014,1,9,10,"Autumn","Cloudy/Mist"
"2011-08-14 06:00:00",0,0,2,26.24,28.03,94,7.0015,2,4,6,"Autumn","Cloudy/Mist"
"2011-08-14 07:00:00",0,0,2,27.06,29.545,89,12.998,4,20,24,"Autumn","Cloudy/Mist"
"2011-08-14 08:00:00",0,0,2,27.06,29.545,89,19.0012,20,21,41,"Autumn","Cloudy/Mist"
"2011-08-14 09:00:00",0,0,3,27.06,29.545,89,19.0012,27,76,103,"Autumn","Light rain/snow"
"2011-08-14 10:00:00",0,0,1,28.7,33.335,79,15.0013,67,116,183,"Autumn","Good"
"2011-08-14 11:00:00",0,0,1,28.7,33.335,79,12.998,81,117,198,"Autumn","Good"
"2011-08-14 12:00:00",0,0,2,28.7,33.335,79,15.0013,98,183,281,"Autumn","Cloudy/Mist"
"2011-08-14 13:00:00",0,0,1,29.52,34.85,74,16.9979,144,233,377,"Autumn","Good"
"2011-08-14 14:00:00",0,0,1,30.34,34.85,70,12.998,126,244,370,"Autumn","Good"
"2011-08-14 15:00:00",0,0,1,30.34,34.85,66,12.998,128,203,331,"Autumn","Good"
"2011-08-14 16:00:00",0,0,1,30.34,34.85,66,11.0014,116,176,292,"Autumn","Good"
"2011-08-14 17:00:00",0,0,1,31.16,35.605,62,8.9981,133,196,329,"Autumn","Good"
"2011-08-14 18:00:00",0,0,1,30.34,34.85,66,11.0014,125,222,347,"Autumn","Good"
"2011-08-14 19:00:00",0,0,1,29.52,34.85,74,15.0013,75,184,259,"Autumn","Good"
"2011-08-14 20:00:00",0,0,1,28.7,33.335,84,11.0014,67,126,193,"Autumn","Good"
"2011-08-14 21:00:00",0,0,3,24.6,27.275,88,32.9975,51,104,155,"Autumn","Light rain/snow"
"2011-08-14 22:00:00",0,0,3,24.6,27.275,88,32.9975,14,25,39,"Autumn","Light rain/snow"
"2011-08-14 23:00:00",0,0,3,24.6,28.03,83,0,5,22,27,"Autumn","Light rain/snow"
"2011-08-15 00:00:00",0,1,3,24.6,27.275,88,6.0032,7,18,25,"Autumn","Light rain/snow"
"2011-08-15 01:00:00",0,1,2,24.6,27.275,88,8.9981,1,9,10,"Autumn","Cloudy/Mist"
"2011-08-15 02:00:00",0,1,2,24.6,28.03,83,0,0,3,3,"Autumn","Cloudy/Mist"
"2011-08-15 03:00:00",0,1,1,24.6,28.03,83,12.998,1,6,7,"Autumn","Good"
"2011-08-15 04:00:00",0,1,1,24.6,28.03,83,8.9981,1,4,5,"Autumn","Good"
"2011-08-15 05:00:00",0,1,2,24.6,27.275,88,12.998,3,14,17,"Autumn","Cloudy/Mist"
"2011-08-15 06:00:00",0,1,1,24.6,27.275,88,16.9979,3,87,90,"Autumn","Good"
"2011-08-15 07:00:00",0,1,1,24.6,27.275,88,16.9979,10,248,258,"Autumn","Good"
"2011-08-15 08:00:00",0,1,1,26.24,29.545,78,22.0028,29,326,355,"Autumn","Good"
"2011-08-15 09:00:00",0,1,1,26.24,29.545,78,22.0028,52,170,222,"Autumn","Good"
"2011-08-15 10:00:00",0,1,1,27.88,31.82,69,19.0012,54,87,141,"Autumn","Good"
"2011-08-15 11:00:00",0,1,2,29.52,34.09,62,16.9979,41,112,153,"Autumn","Cloudy/Mist"
"2011-08-15 12:00:00",0,1,1,30.34,34.09,58,19.0012,62,116,178,"Autumn","Good"
"2011-08-15 13:00:00",0,1,1,31.98,35.605,52,19.0012,53,140,193,"Autumn","Good"
"2011-08-15 14:00:00",0,1,1,30.34,34.09,55,6.0032,56,95,151,"Autumn","Good"
"2011-08-15 15:00:00",0,1,3,30.34,34.09,55,19.9995,49,133,182,"Autumn","Light rain/snow"
"2011-08-15 16:00:00",0,1,1,30.34,34.09,55,22.0028,58,225,283,"Autumn","Good"
"2011-08-15 17:00:00",0,1,1,30.34,33.335,51,19.0012,59,471,530,"Autumn","Good"
"2011-08-15 18:00:00",0,1,1,28.7,32.575,65,12.998,70,413,483,"Autumn","Good"
"2011-08-15 19:00:00",0,1,1,28.7,32.575,65,0,54,343,397,"Autumn","Good"
"2011-08-15 20:00:00",0,1,1,27.06,31.06,74,8.9981,45,240,285,"Autumn","Good"
"2011-08-15 21:00:00",0,1,1,27.06,31.06,65,12.998,34,150,184,"Autumn","Good"
"2011-08-15 22:00:00",0,1,1,27.06,31.06,69,16.9979,22,76,98,"Autumn","Good"
"2011-08-15 23:00:00",0,1,1,26.24,30.305,69,15.0013,11,77,88,"Autumn","Good"
"2011-08-16 00:00:00",0,1,1,26.24,30.305,69,7.0015,8,23,31,"Autumn","Good"
"2011-08-16 01:00:00",0,1,1,26.24,30.305,69,11.0014,4,12,16,"Autumn","Good"
"2011-08-16 02:00:00",0,1,1,25.42,29.545,73,15.0013,1,3,4,"Autumn","Good"
"2011-08-16 03:00:00",0,1,1,25.42,29.545,73,15.0013,1,5,6,"Autumn","Good"
"2011-08-16 04:00:00",0,1,1,26.24,30.305,69,19.9995,0,5,5,"Autumn","Good"
"2011-08-16 05:00:00",0,1,1,25.42,29.545,73,19.0012,1,29,30,"Autumn","Good"
"2011-08-16 06:00:00",0,1,1,25.42,29.545,73,22.0028,4,115,119,"Autumn","Good"
"2011-08-16 07:00:00",0,1,1,26.24,30.305,69,16.9979,18,328,346,"Autumn","Good"
"2011-08-16 08:00:00",0,1,1,28.7,32.575,58,30.0026,24,417,441,"Autumn","Good"
"2011-08-16 09:00:00",0,1,1,27.88,31.82,61,19.0012,27,171,198,"Autumn","Good"
"2011-08-16 10:00:00",0,1,1,28.7,32.575,58,26.0027,28,83,111,"Autumn","Good"
"2011-08-16 11:00:00",0,1,1,30.34,33.335,51,15.0013,40,110,150,"Autumn","Good"
"2011-08-16 12:00:00",0,1,1,31.16,34.09,48,22.0028,42,120,162,"Autumn","Good"
"2011-08-16 13:00:00",0,1,1,31.16,34.09,48,19.9995,45,147,192,"Autumn","Good"
"2011-08-16 14:00:00",0,1,1,31.16,34.09,45,27.9993,65,117,182,"Autumn","Good"
"2011-08-16 15:00:00",0,1,1,32.8,35.605,41,19.9995,36,123,159,"Autumn","Good"
"2011-08-16 16:00:00",0,1,1,32.8,35.605,41,15.0013,55,248,303,"Autumn","Good"
"2011-08-16 17:00:00",0,1,1,31.16,34.09,45,22.0028,75,525,600,"Autumn","Good"
"2011-08-16 18:00:00",0,1,1,31.16,34.09,45,15.0013,54,516,570,"Autumn","Good"
"2011-08-16 19:00:00",0,1,1,30.34,33.335,48,12.998,56,320,376,"Autumn","Good"
"2011-08-16 20:00:00",0,1,1,30.34,33.335,51,0,48,232,280,"Autumn","Good"
"2011-08-16 21:00:00",0,1,1,29.52,33.335,54,0,38,177,215,"Autumn","Good"
"2011-08-16 22:00:00",0,1,1,28.7,32.575,61,0,31,121,152,"Autumn","Good"
"2011-08-16 23:00:00",0,1,1,27.06,31.06,65,8.9981,20,57,77,"Autumn","Good"
"2011-08-17 00:00:00",0,1,1,27.06,31.06,69,6.0032,8,16,24,"Autumn","Good"
"2011-08-17 01:00:00",0,1,1,26.24,30.305,73,11.0014,2,12,14,"Autumn","Good"
"2011-08-17 02:00:00",0,1,1,27.06,31.06,69,0,0,6,6,"Autumn","Good"
"2011-08-17 03:00:00",0,1,1,26.24,29.545,78,0,1,4,5,"Autumn","Good"
"2011-08-17 04:00:00",0,1,1,26.24,30.305,73,0,0,5,5,"Autumn","Good"
"2011-08-17 05:00:00",0,1,1,26.24,30.305,73,0,0,28,28,"Autumn","Good"
"2011-08-17 06:00:00",0,1,1,25.42,29.545,78,0,4,101,105,"Autumn","Good"
"2011-08-17 07:00:00",0,1,1,27.06,31.06,65,6.0032,12,296,308,"Autumn","Good"
"2011-08-17 08:00:00",0,1,1,28.7,32.575,54,11.0014,35,452,487,"Autumn","Good"
"2011-08-17 09:00:00",0,1,1,30.34,33.335,48,6.0032,31,178,209,"Autumn","Good"
"2011-08-17 10:00:00",0,1,1,31.16,34.09,43,6.0032,27,91,118,"Autumn","Good"
"2011-08-17 11:00:00",0,1,1,31.98,34.85,43,7.0015,20,108,128,"Autumn","Good"
"2011-08-17 12:00:00",0,1,1,32.8,36.365,43,19.0012,26,163,189,"Autumn","Good"
"2011-08-17 13:00:00",0,1,1,32.8,35.605,41,12.998,38,138,176,"Autumn","Good"
"2011-08-17 14:00:00",0,1,1,33.62,36.365,36,11.0014,54,138,192,"Autumn","Good"
"2011-08-17 15:00:00",0,1,1,32.8,36.365,43,8.9981,42,117,159,"Autumn","Good"
"2011-08-17 16:00:00",0,1,1,33.62,37.12,43,15.0013,62,238,300,"Autumn","Good"
"2011-08-17 17:00:00",0,1,1,32.8,37.12,49,15.0013,46,506,552,"Autumn","Good"
"2011-08-17 18:00:00",0,1,1,31.16,34.85,55,16.9979,86,470,556,"Autumn","Good"
"2011-08-17 19:00:00",0,1,1,31.16,34.85,55,15.0013,50,297,347,"Autumn","Good"
"2011-08-17 20:00:00",0,1,1,30.34,34.09,58,16.9979,37,243,280,"Autumn","Good"
"2011-08-17 21:00:00",0,1,1,29.52,34.09,62,15.0013,38,192,230,"Autumn","Good"
"2011-08-17 22:00:00",0,1,1,28.7,32.575,65,12.998,29,142,171,"Autumn","Good"
"2011-08-17 23:00:00",0,1,1,28.7,32.575,65,19.0012,20,85,105,"Autumn","Good"
"2011-08-18 00:00:00",0,1,1,27.88,31.82,65,8.9981,18,38,56,"Autumn","Good"
"2011-08-18 01:00:00",0,1,2,27.06,31.06,65,11.0014,13,11,24,"Autumn","Cloudy/Mist"
"2011-08-18 02:00:00",0,1,1,27.06,31.06,65,15.0013,2,4,6,"Autumn","Good"
"2011-08-18 03:00:00",0,1,1,27.06,31.06,69,19.0012,0,6,6,"Autumn","Good"
"2011-08-18 04:00:00",0,1,1,26.24,30.305,73,15.0013,0,9,9,"Autumn","Good"
"2011-08-18 05:00:00",0,1,1,26.24,29.545,78,19.0012,0,27,27,"Autumn","Good"
"2011-08-18 06:00:00",0,1,2,26.24,29.545,78,16.9979,6,97,103,"Autumn","Cloudy/Mist"
"2011-08-18 07:00:00",0,1,1,26.24,29.545,78,19.9995,19,289,308,"Autumn","Good"
"2011-08-18 08:00:00",0,1,1,27.06,31.06,74,19.0012,27,393,420,"Autumn","Good"
"2011-08-18 09:00:00",0,1,1,29.52,34.09,66,16.9979,42,186,228,"Autumn","Good"
"2011-08-18 10:00:00",0,1,1,30.34,34.85,66,16.9979,37,92,129,"Autumn","Good"
"2011-08-18 11:00:00",0,1,1,31.16,35.605,58,16.9979,44,97,141,"Autumn","Good"
"2011-08-18 12:00:00",0,1,1,32.8,37.12,52,19.0012,34,139,173,"Autumn","Good"
"2011-08-18 13:00:00",0,1,1,32.8,37.12,52,23.9994,33,154,187,"Autumn","Good"
"2011-08-18 14:00:00",0,1,1,33.62,37.88,46,22.0028,67,115,182,"Autumn","Good"
"2011-08-18 15:00:00",0,1,1,32.8,36.365,46,23.9994,56,118,174,"Autumn","Good"
"2011-08-18 16:00:00",0,1,1,32.8,36.365,46,23.9994,49,196,245,"Autumn","Good"
"2011-08-18 17:00:00",0,1,3,32.8,36.365,46,19.9995,44,365,409,"Autumn","Light rain/snow"
"2011-08-18 18:00:00",0,1,3,31.16,34.85,55,16.9979,48,226,274,"Autumn","Light rain/snow"
"2011-08-18 19:00:00",0,1,1,27.06,30.305,83,7.0015,26,115,141,"Autumn","Good"
"2011-08-18 20:00:00",0,1,1,27.06,30.305,83,7.0015,24,141,165,"Autumn","Good"
"2011-08-18 21:00:00",0,1,2,27.88,31.82,79,0,12,137,149,"Autumn","Cloudy/Mist"
"2011-08-18 22:00:00",0,1,2,28.7,33.335,74,7.0015,18,117,135,"Autumn","Cloudy/Mist"
"2011-08-18 23:00:00",0,1,2,28.7,33.335,74,8.9981,20,94,114,"Autumn","Cloudy/Mist"
"2011-08-19 00:00:00",0,1,3,27.88,31.82,69,12.998,9,53,62,"Autumn","Light rain/snow"
"2011-08-19 01:00:00",0,1,3,26.24,28.79,89,0,1,19,20,"Autumn","Light rain/snow"
"2011-08-19 02:00:00",0,1,3,26.24,28.79,83,0,0,8,8,"Autumn","Light rain/snow"
"2011-08-19 03:00:00",0,1,1,26.24,29.545,78,0,2,1,3,"Autumn","Good"
"2011-08-19 04:00:00",0,1,1,26.24,28.79,83,0,1,7,8,"Autumn","Good"
"2011-08-19 05:00:00",0,1,1,26.24,28.79,83,0,1,16,17,"Autumn","Good"
"2011-08-19 06:00:00",0,1,1,26.24,28.79,83,0,2,91,93,"Autumn","Good"
"2011-08-19 07:00:00",0,1,2,27.06,30.305,83,6.0032,12,251,263,"Autumn","Cloudy/Mist"
"2011-08-19 08:00:00",0,1,2,27.06,30.305,83,0,30,368,398,"Autumn","Cloudy/Mist"
"2011-08-19 09:00:00",0,1,1,28.7,32.575,65,8.9981,31,187,218,"Autumn","Good"
"2011-08-19 10:00:00",0,1,1,29.52,34.09,62,6.0032,57,108,165,"Autumn","Good"
"2011-08-19 11:00:00",0,1,2,29.52,34.09,66,6.0032,45,120,165,"Autumn","Cloudy/Mist"
"2011-08-19 12:00:00",0,1,2,30.34,34.09,62,6.0032,54,168,222,"Autumn","Cloudy/Mist"
"2011-08-19 13:00:00",0,1,2,31.16,35.605,62,12.998,63,169,232,"Autumn","Cloudy/Mist"
"2011-08-19 14:00:00",0,1,1,31.98,36.365,55,12.998,78,142,220,"Autumn","Good"
"2011-08-19 15:00:00",0,1,1,32.8,37.12,49,7.0015,66,156,222,"Autumn","Good"
"2011-08-19 16:00:00",0,1,1,32.8,37.12,49,0,66,261,327,"Autumn","Good"
"2011-08-19 17:00:00",0,1,1,31.16,35.605,58,35.0008,85,442,527,"Autumn","Good"
"2011-08-19 18:00:00",0,1,1,31.16,35.605,58,35.0008,88,337,425,"Autumn","Good"
"2011-08-19 19:00:00",0,1,3,25.42,29.545,73,31.0009,33,132,165,"Autumn","Light rain/snow"
"2011-08-19 20:00:00",0,1,3,25.42,28.79,83,19.9995,12,46,58,"Autumn","Light rain/snow"
"2011-08-19 21:00:00",0,1,1,25.42,28.79,83,8.9981,18,89,107,"Autumn","Good"
"2011-08-19 22:00:00",0,1,1,24.6,27.275,88,8.9981,25,97,122,"Autumn","Good"
"2011-08-19 23:00:00",0,1,2,24.6,27.275,88,6.0032,18,88,106,"Autumn","Cloudy/Mist"
"2011-09-01 00:00:00",0,1,1,24.6,28.79,78,7.0015,18,33,51,"Autumn","Good"
"2011-09-01 01:00:00",0,1,1,24.6,29.545,73,6.0032,7,14,21,"Autumn","Good"
"2011-09-01 02:00:00",0,1,1,23.78,27.275,78,6.0032,14,11,25,"Autumn","Good"
"2011-09-01 03:00:00",0,1,1,23.78,27.275,78,6.0032,7,7,14,"Autumn","Good"
"2011-09-01 04:00:00",0,1,1,22.96,26.515,83,6.0032,0,7,7,"Autumn","Good"
"2011-09-01 05:00:00",0,1,1,22.96,26.515,73,6.0032,1,22,23,"Autumn","Good"
"2011-09-01 06:00:00",0,1,1,24.6,28.79,78,0,2,103,105,"Autumn","Good"
"2011-09-01 07:00:00",0,1,1,24.6,28.79,78,0,7,335,342,"Autumn","Good"
"2011-09-01 08:00:00",0,1,1,25.42,29.545,73,8.9981,31,467,498,"Autumn","Good"
"2011-09-01 09:00:00",0,1,1,26.24,30.305,69,7.0015,29,178,207,"Autumn","Good"
"2011-09-01 10:00:00",0,1,1,27.88,31.82,61,8.9981,46,92,138,"Autumn","Good"
"2011-09-01 11:00:00",0,1,1,29.52,33.335,51,8.9981,51,141,192,"Autumn","Good"
"2011-09-01 12:00:00",0,1,2,29.52,33.335,51,8.9981,64,165,229,"Autumn","Cloudy/Mist"
"2011-09-01 13:00:00",0,1,2,29.52,33.335,48,6.0032,50,169,219,"Autumn","Cloudy/Mist"
"2011-09-01 14:00:00",0,1,3,29.52,33.335,54,16.9979,54,144,198,"Autumn","Light rain/snow"
"2011-09-01 15:00:00",0,1,1,29.52,33.335,51,8.9981,39,135,174,"Autumn","Good"
"2011-09-01 16:00:00",0,1,1,30.34,33.335,51,12.998,55,253,308,"Autumn","Good"
"2011-09-01 17:00:00",0,1,1,29.52,33.335,54,16.9979,61,567,628,"Autumn","Good"
"2011-09-01 18:00:00",0,1,1,29.52,33.335,54,15.0013,69,462,531,"Autumn","Good"
"2011-09-01 19:00:00",0,1,1,28.7,32.575,58,11.0014,79,364,443,"Autumn","Good"
"2011-09-01 20:00:00",0,1,1,27.06,31.06,61,15.0013,33,247,280,"Autumn","Good"
"2011-09-01 21:00:00",0,1,2,27.06,31.06,57,12.998,17,160,177,"Autumn","Cloudy/Mist"
"2011-09-01 22:00:00",0,1,2,27.06,31.06,57,15.0013,34,145,179,"Autumn","Cloudy/Mist"
"2011-09-01 23:00:00",0,1,1,26.24,30.305,65,16.9979,15,111,126,"Autumn","Good"
"2011-09-02 00:00:00",0,1,1,26.24,30.305,65,12.998,6,58,64,"Autumn","Good"
"2011-09-02 01:00:00",0,1,3,25.42,29.545,73,7.0015,4,28,32,"Autumn","Light rain/snow"
"2011-09-02 02:00:00",0,1,3,25.42,29.545,73,7.0015,9,11,20,"Autumn","Light rain/snow"
"2011-09-02 03:00:00",0,1,2,24.6,28.03,83,11.0014,4,4,8,"Autumn","Cloudy/Mist"
"2011-09-02 04:00:00",0,1,1,24.6,28.03,83,6.0032,2,2,4,"Autumn","Good"
"2011-09-02 05:00:00",0,1,2,24.6,28.03,83,8.9981,0,20,20,"Autumn","Cloudy/Mist"
"2011-09-02 06:00:00",0,1,1,24.6,28.03,83,8.9981,3,73,76,"Autumn","Good"
"2011-09-02 07:00:00",0,1,1,24.6,28.03,83,7.0015,6,253,259,"Autumn","Good"
"2011-09-02 08:00:00",0,1,1,25.42,29.545,78,12.998,22,434,456,"Autumn","Good"
"2011-09-02 09:00:00",0,1,2,25.42,28.79,83,7.0015,30,190,220,"Autumn","Cloudy/Mist"
"2011-09-02 10:00:00",0,1,2,26.24,30.305,76,11.0014,34,106,140,"Autumn","Cloudy/Mist"
"2011-09-02 11:00:00",0,1,2,27.06,31.06,74,7.0015,51,141,192,"Autumn","Cloudy/Mist"
"2011-09-02 12:00:00",0,1,2,27.06,31.06,69,15.0013,82,178,260,"Autumn","Cloudy/Mist"
"2011-09-02 13:00:00",0,1,2,27.88,31.82,65,8.9981,72,207,279,"Autumn","Cloudy/Mist"
"2011-09-02 14:00:00",0,1,2,28.7,32.575,61,7.0015,75,208,283,"Autumn","Cloudy/Mist"
"2011-09-02 15:00:00",0,1,2,28.7,32.575,61,16.9979,69,277,346,"Autumn","Cloudy/Mist"
"2011-09-02 16:00:00",0,1,2,28.7,32.575,61,8.9981,82,299,381,"Autumn","Cloudy/Mist"
"2011-09-02 17:00:00",0,1,2,27.88,31.82,65,11.0014,78,377,455,"Autumn","Cloudy/Mist"
"2011-09-02 18:00:00",0,1,2,27.88,31.82,65,12.998,50,305,355,"Autumn","Cloudy/Mist"
"2011-09-02 19:00:00",0,1,1,27.06,31.06,69,8.9981,67,220,287,"Autumn","Good"
"2011-09-02 20:00:00",0,1,1,26.24,30.305,73,0,38,158,196,"Autumn","Good"
"2011-09-02 21:00:00",0,1,2,26.24,30.305,73,6.0032,28,121,149,"Autumn","Cloudy/Mist"
"2011-09-02 22:00:00",0,1,2,26.24,30.305,73,11.0014,33,114,147,"Autumn","Cloudy/Mist"
"2011-09-02 23:00:00",0,1,2,26.24,30.305,73,11.0014,30,68,98,"Autumn","Cloudy/Mist"
"2011-09-03 00:00:00",0,0,2,26.24,30.305,73,7.0015,22,65,87,"Autumn","Cloudy/Mist"
"2011-09-03 01:00:00",0,0,2,26.24,30.305,69,16.9979,17,57,74,"Autumn","Cloudy/Mist"
"2011-09-03 02:00:00",0,0,2,26.24,30.305,69,15.0013,15,26,41,"Autumn","Cloudy/Mist"
"2011-09-03 03:00:00",0,0,1,25.42,29.545,73,11.0014,17,18,35,"Autumn","Good"
"2011-09-03 04:00:00",0,0,1,25.42,29.545,73,11.0014,3,4,7,"Autumn","Good"
"2011-09-03 05:00:00",0,0,1,25.42,30.305,69,12.998,3,9,12,"Autumn","Good"
"2011-09-03 06:00:00",0,0,1,25.42,29.545,73,11.0014,4,19,23,"Autumn","Good"
"2011-09-03 07:00:00",0,0,1,25.42,29.545,73,12.998,5,33,38,"Autumn","Good"
"2011-09-03 08:00:00",0,0,1,26.24,30.305,69,11.0014,24,65,89,"Autumn","Good"
"2011-09-03 09:00:00",0,0,2,27.06,31.06,69,16.9979,83,118,201,"Autumn","Cloudy/Mist"
"2011-09-03 10:00:00",0,0,3,27.06,31.06,65,16.9979,90,168,258,"Autumn","Light rain/snow"
"2011-09-03 11:00:00",0,0,3,27.06,31.06,69,19.0012,66,128,194,"Autumn","Light rain/snow"
"2011-09-03 12:00:00",0,0,1,28.7,32.575,61,15.0013,97,160,257,"Autumn","Good"
"2011-09-03 13:00:00",0,0,1,28.7,32.575,65,15.0013,153,200,353,"Autumn","Good"
"2011-09-03 14:00:00",0,0,2,29.52,34.09,66,11.0014,204,176,380,"Autumn","Cloudy/Mist"
"2011-09-03 15:00:00",0,0,1,29.52,34.09,70,11.0014,187,201,388,"Autumn","Good"
"2011-09-03 16:00:00",0,0,1,29.52,34.09,70,12.998,186,188,374,"Autumn","Good"
"2011-09-03 17:00:00",0,0,1,29.52,34.09,70,15.0013,170,201,371,"Autumn","Good"
"2011-09-03 18:00:00",0,0,1,29.52,34.09,70,11.0014,160,179,339,"Autumn","Good"
"2011-09-03 19:00:00",0,0,1,28.7,33.335,74,8.9981,147,148,295,"Autumn","Good"
"2011-09-03 20:00:00",0,0,1,28.7,33.335,79,11.0014,99,120,219,"Autumn","Good"
"2011-09-03 21:00:00",0,0,1,27.88,31.82,83,8.9981,71,93,164,"Autumn","Good"
"2011-09-03 22:00:00",0,0,1,27.88,31.82,83,7.0015,66,96,162,"Autumn","Good"
